,ZNF518B,ERCC-00130,GYPB,PIK3R5,GLIPR2,WNT5A,PENK,CRHBP,SEMA3E,CCDC81,ERCC-00022,TP53INP1,RHOBTB3,ALPK2,DNAJB14,ITGA5,PDLIM3,PCDH7,PMP22,DLC1,CLDN11,CER1,HAPLN1,COL5A2,PTPRZ1,PLOD2,ERCC-00046,AMIGO2,FAM46A,TMEM47,STC1,PDCD4,NUP35,POLR3G,PHLDA1,NANOG,GNG11,GPR83,VIM,SNX14,CD48,ACOX3,SERHL2,ERCC-00092,ST8SIA4,ERCC-00003,PRTG,SEMA3A,BMP2,GABRB2,PLXNA2,CALB1,CYP26A1,LIFR,MYCT1,BMP4,PMAIP1,ERCC-00136,SLC6A15,CDH11,ERCC-00002,ERCC-00096,ARL4D,ERCC-00060,ST8SIA1,ERCC-00043,LUM,NFIB,KLHL4,FLRT3,CPE,RFPL2,RGS5,ERCC-00171,CYP1B1,C12ORF23,IGDCC4,HLA-DRB1,DKK4,CLGN,ERCC-00042,TTK,OTX2,ERCC-00111,RNF13,MFAP4,APOBEC3G,SFRP1,GATA6,NIPSNAP3A,COL4A1,ERCC-00062,KIF23,ELMOD2,QPCT,SYNC,TRDN,ERCC-00009,VAMP7,ANGPT2,TSPAN12,IFI16,ERCC-00074,GYPE,COBLL1,AK4,NCAPG,USP44,SH3BGRL,B4GALT4,FREM1,ESRP1,ERCC-00145,ERCC-00095,APLNR,PROM1,RND3,CHL1,DDAH1,ERCC-00108,LRRCC1,CD9,LHX1,MCCC1,DKK1,GATM,BTBD10,NXT2,RHAG,ABCA1,ACTC1,ELL2,EPCAM,PIP4K2A,CCKBR,ERBB4,ATG4C,TDRD7,B3GNT5,BMPER,HAS2,ERCC-00004,COLEC12,ASNS,ENC1,NRP1,CA2,PRDM1,SFRP2,PELI2,NDC80,ERCC-00113,ALG6,CAMK2D,TIPIN,TFPI,LEPREL1
H9_36h_066,5.50226559897382,13.267110780471802,0.0,0.0,3.64670978754728,9.00645116878141,8.11221771379629,0.0,0.0,6.038170530822329,7.50660438191517,1.47146754710451,11.1815626941993,4.15735614724105,0.0,7.22819548440044,0.0,6.208164713988251,5.07900293250933,8.70006153099142,9.3313961419216,12.0728182507192,10.6299899808427,5.28984640072817,0.0,5.9163998106031395,13.110187139766701,7.541348364361879,0.0,2.1846219990798,2.4416417032772,5.5450786765623,0.9157267484404941,0.9157267484404941,6.46658444883681,0.0,2.1846219990798,7.689902078464232,9.11413922144473,2.8491253903275497,0.0,5.9163998106031395,0.0,6.648036040841018,4.5120521589234,10.3962102988407,10.1904328025007,0.0,8.49570410551889,0.0,5.50226559897382,7.9143653431914815,7.49246906945234,9.296309064930153,0.0,8.290271146214192,4.6905588060826515,10.522537534277301,0.0,8.093609719575879,12.4867473643344,13.073612484237401,3.30234706298711,8.2528575073529,5.993099945390612,10.3516838397274,6.30403065241977,8.48507071945773,1.47146754710451,0.0,0.0,0.0,0.0,10.0775262229625,10.2891533142224,6.89304490435798,6.27128834925145,0.0,0.0,0.0,8.932022261857027,8.7394961373708,8.30639998083877,8.153228393208929,9.013521356785963,0.0,6.65921505172164,0.0,9.26268126193732,6.13234022731118,6.486262502129168,7.17608439540668,6.13234022731118,1.87166919941392,0.0,4.73012999628597,2.1846219990798,9.0768253377573,0.0,5.663107421379981,7.4270881712518895,9.63277011958915,15.328193279283399,2.0735458344941002,6.185850420434869,4.00637214321412,8.942822411731779,0.0,4.53374889721479,0.9157267484404941,3.83771999207016,0.0,8.093609719575879,5.8734132291444885,8.66583066117824,0.0,6.69644054029966,4.73925705339585,7.38944291992335,9.1928257063686,0.0,0.0,9.92438479487736,4.22730850206195,5.99871136785336,0.0,4.6905588060826515,0.0,0.0,4.64015914848109,4.98722483638884,7.32700988768474,6.38277585487829,4.083838382098509,0.0,7.55501501000116,0.0,0.0,5.415028491294991,7.672516472067912,10.987618910678,12.664733939555,3.4264943195200197,7.0658509450078,7.97153436652444,2.6597225046690096,8.29898767402166,0.9157267484404941,5.152761315519929,3.54079973951197,3.64670978754728,10.523232956469199,1.47146754710451,0.9157267484404941,6.6468878350784095,1.47146754710451,7.74310639499763
H9_36h_067,7.07982705514089,12.6587426310464,0.0,0.0,5.62807158385968,10.1695928851904,8.84539995842995,0.0,3.62639721219154,0.0,7.853115010869219,0.0,11.315982211160001,4.3264442082424415,5.49155994422178,5.8807172363189615,0.0,6.725807618486758,5.53783088783499,6.4754369846761595,8.478667438817519,9.57387905402351,10.463830874481,7.16226144939541,2.92573905615593,3.05862985483716,12.668147081963902,6.06579385042363,3.05862985483716,0.0,0.7934222851814791,3.17913817013831,7.22723791001801,8.67469112746301,4.41488698417005,4.3379967863800095,0.0,8.884129829750481,9.736699942961181,1.67786578875404,0.0,4.3264442082424415,0.0,5.11795778411282,2.4846652337165698,10.235046157328199,10.4730361239068,0.0,6.61146581062864,0.0,6.31184874233219,0.0,9.82171147363375,9.561179472985133,1.67786578875404,8.84953333736226,3.180305501220169,10.5140554510848,0.0,9.625209729379849,12.018124868427599,12.4043891053376,0.0,6.93043997997087,3.2352548619109203,10.3099094943143,1.67786578875404,4.957005385376821,0.0,0.0,0.0,0.0,0.7934222851814791,9.41699057420506,8.417584510912581,5.984598026672361,3.39661880337981,4.15891556185705,0.0,6.54505403981859,8.728074952545509,2.4327151179897,7.13993562672175,6.98990107587412,4.254007582820161,8.755256140391769,5.34519855942039,0.0,6.5106653917161,7.37474142230189,6.2577204335687195,6.6222431862834,4.88723558530732,9.53576773946491,7.316209884848488,8.96723063464142,3.75104333745278,9.022623350113571,5.9507954308196105,4.84957643817136,0.0,8.60699180839396,14.755061943265801,1.63082364278377,8.35108208341072,3.49465434816963,9.17779284280248,0.0,1.30238450894469,0.0,4.42821386843029,0.0,7.65218816986002,7.07080718754925,8.46040538048705,0.0,8.912789671968019,1.97552886855311,6.24383008368878,9.014465179503171,3.5846876723652596,0.0,9.83727798974495,2.77935378253226,0.0,0.0,1.30238450894469,0.7934222851814791,0.0,0.0,6.082123354701049,8.70557515880095,0.7934222851814791,7.9800313918653885,0.0,1.67786578875404,0.0,0.0,7.03898710938879,9.33884397246188,11.0265474072916,12.3612282853584,7.81129670807924,6.735965105926431,6.61146581062864,8.25978642775343,9.005952032737731,1.67786578875404,5.9507954308196105,6.9143947469933,1.67786578875404,9.85920734034555,7.437107226841789,9.14350906354958,3.29251253013725,0.0,6.81352678697618
H9_36h_068,6.8854140590603,13.5417208386658,0.0,0.0,7.55527599237577,10.1518692622671,6.75598553807598,6.002751045496111,4.67970038195273,0.0,5.8133165590122315,0.0,9.93939295668584,4.62473310630644,5.8972926962321,5.97716485472085,1.08894304708738,4.62473310630644,0.0,9.45499073422918,9.13809177375177,10.0054311870289,11.3586649693485,9.450999920044401,3.3244435419296896,2.13143938282105,12.396723508089302,8.5266038424817,1.08894304708738,0.0,1.08894304708738,4.91349446656236,3.1522271681496297,7.48457848281102,6.854691281033809,0.581071409763631,0.0,6.78797658651881,9.03075404800842,4.62473310630644,4.62473310630644,5.754286905749232,4.04132433266531,6.10078599438101,3.48264796558619,9.69606044105863,10.574406843343699,1.08894304708738,8.71144083293209,0.0,7.73410056292135,0.0,7.28006407246928,10.094496904075001,2.13143938282105,8.76464277103447,6.7101270850772785,10.8854247790362,5.59519384215398,9.359792505208633,12.8036026938075,13.5888768641205,6.202110022173481,7.808526064656861,5.17259201823574,9.43689756313145,8.38649060388908,5.48695100483312,2.4646675596068,3.96840025841723,0.0,4.810049876173389,2.13143938282105,10.7070781683858,8.498372180840349,6.12428808735634,1.08894304708738,5.05864386575805,0.0,3.96840025841723,8.85180268961699,2.46171856982394,6.87159333671941,9.07258158180765,1.08894304708738,7.16012204742009,7.4835793372212684,3.1522271681496297,8.56025096153794,3.96840025841723,7.3415138054247,7.10212212014374,8.68738311234523,7.3213199894355,0.0,4.97580039944098,5.49057248659629,9.72900953364665,3.74405289682681,8.27850861617588,0.0,4.25057523102125,14.817064783206,3.1865693391095697,8.11457231342147,7.47556116363265,3.0201491418082296,0.0,6.299675367164,5.983347051533389,4.68918676787918,0.0,8.109694212448769,7.3415138054247,8.32696650592902,0.0,6.91266453619196,5.56115613671616,0.0,10.092934308991,6.81494713084079,6.545796549912679,9.06233670022366,0.0,5.72384093009676,0.0,1.08894304708738,4.62473310630644,0.0,8.49413898600646,6.2126732714314805,8.81692628118019,1.08894304708738,2.7302936348526203,0.0,2.46171856982394,6.12428808735634,0.0,1.7023750665610502,7.73410056292135,11.9477443486164,12.4206344813885,7.6627856750454,9.155391508912539,8.41134972495006,7.0661688772461995,8.94383659644736,0.0,2.7302936348526203,3.74405289682681,3.13010846811114,10.559538343034001,2.46171856982394,1.08894304708738,0.0,5.3851788464659,8.18236451208649
H9_36h_070,3.15033224566846,13.366725208836401,0.0,4.06670924202104,6.45299609526091,8.26275210886186,5.59310278469939,1.08781197869341,1.84345446508223,0.0,6.50844680648322,5.75219123310889,10.250960248757199,6.000649109942678,4.80799078777749,8.583740459360781,5.65885783895519,6.81283084981379,6.000649109942678,8.39404790773818,6.05977763154161,11.768654821703201,10.077307409218099,8.12994007336296,0.0,5.072102167091531,11.354913362882199,6.2342703267204,4.62268445813909,0.0,3.32252157827725,0.0,6.41639345725469,4.41001932271336,5.70938584686688,3.94019565855115,6.2556793488283216,1.2191573026699298,9.996892138090132,1.08781197869341,0.0,3.47633358132218,0.0,7.7696677096180995,3.77091158445941,9.94109714503455,9.90486807445001,0.0,8.33180944481956,0.0,6.4905000360396805,0.0,9.411109793636447,8.980958370519721,1.2872703447799998,9.12445632043747,6.628186627765071,10.800822849499099,0.0,7.84927949121608,12.6047717591255,13.262531871595199,4.5552202086982,7.16932694687202,6.787625455716291,9.471711272895,1.08781197869341,8.01537479168142,3.47633358132218,2.7284803510714304,5.253307551195388,5.632587070513611,5.59310278469939,9.9846837351734,5.86792685704885,6.98933890665806,6.4905000360396805,0.0,0.0,3.15033224566846,9.24710204261228,5.65885783895519,6.676609996315169,7.9313940465948995,2.45997115907912,6.31439580874492,5.6856055576021385,0.0,8.52169362614982,5.253307551195388,4.7488277296879104,5.336033437095179,5.975063515435799,7.267441670698661,2.45997115907912,0.0,4.48444572373912,9.65685326903018,4.7488277296879104,6.97521216053425,3.8585949391080803,6.79831501082759,14.225548043706999,0.0,4.73364994234928,7.77708943647416,8.15727113256492,5.07258477899357,7.49150662255431,4.06670924202104,0.0,0.0,7.213759187352848,6.05049800923899,8.34495329034212,0.0,1.70089626549344,6.27677530958614,1.08781197869341,9.53447491096401,0.0,4.41001932271336,9.623625519616901,2.12979173193945,6.676609996315169,2.7284803510714304,5.94901596618669,6.54368416134374,0.0,0.0,4.86482291985258,6.91054701226673,0.0,1.08781197869341,5.78200713784574,0.0,0.0,0.0,0.0,7.34938352060482,10.259224906639,11.8907809859687,7.47334653863032,1.08781197869341,7.86140991589818,6.14530833555657,8.3586711706859,1.08781197869341,3.32252157827725,8.246804014257387,3.8585949391080803,10.7365513558491,2.12979173193945,2.7284803510714304,6.644509008078001,1.08781197869341,7.79912825071563
H9_36h_071,8.11092855868919,12.9893973312083,4.31296901546609,5.10602701304827,8.707757032774017,11.5352720601068,5.31180754793954,0.0,0.0,6.08492863813103,6.38751442438837,0.0,10.747543236303198,5.46337475162368,7.83321289364043,6.2925601943290195,0.0,7.26800674938141,6.946277056656541,8.518961517279191,7.7145014403915,7.91612766505018,11.134260281495301,7.026371525500831,3.2927944889122402,8.54056844174281,12.5734017776709,9.24595090401404,0.0,5.926962202128121,1.46467731403727,5.98704371423918,5.43430847722268,7.4818942476239005,5.564221312837829,2.4140387845092,6.53170739488709,9.43528937736888,9.223147064233169,3.00720792418239,1.46467731403727,7.292427764692861,6.407693074563169,7.7051626476358,9.736978863224461,9.25879499645532,10.4069215411016,5.725755075783058,8.14038380773917,0.9107393028162621,5.17793158765014,0.0,6.19299716342114,8.532739419342219,0.9107393028162621,8.5811122708944,2.1763338212227903,9.92794617212934,7.05529651619845,10.0166553441469,12.2345954970824,12.9788471756538,5.49186696842502,6.611906409593001,9.36203336114285,9.65185517954785,0.0,1.46467731403727,0.0,0.9107393028162621,0.0,0.0,7.06481072731022,9.98916226573029,10.5971348619015,7.4393712841038,0.9107393028162621,2.83997179339053,0.0,1.8639487401778,9.11348338783525,9.3608173650428,6.19299716342114,7.91433945864409,0.9107393028162621,6.6366154660213486,1.90181374097053,0.0,4.52357552658648,5.67695826916324,6.5453646802927015,1.8639487401778,6.44983948444574,8.55197920919499,7.649278918020049,7.670435268056622,5.74954819133348,9.45427232845851,8.62016064865222,7.30243551546474,5.94768011429917,9.11199276656042,14.624309820786701,2.88018839400483,5.3434216602256,0.0,9.23168272661375,0.0,0.0,3.8278322128801,0.0,0.0,7.7051626476358,6.7713714664865,7.838713827168009,0.0,0.0,0.0,0.0,8.71082058720814,6.48994224892674,7.27613850111196,8.815973774103789,0.0,7.33236399971017,0.0,0.9107393028162621,0.0,3.41685260088213,0.0,8.36589911204141,7.80391274593745,0.0,3.636927627266,0.0,6.19299716342114,2.1763338212227903,0.0,7.49602898221516,8.374532025666701,11.6920514448308,12.247091491231599,8.610415982889851,8.10623680880247,8.16492106461128,8.81032871726276,9.63758094649176,3.00720792418239,3.2927944889122402,7.6173713767085385,6.74793847160769,10.2629997395913,6.59873654066376,5.94768011429917,0.0,8.79016582604271,7.87280349484725
H9_36h_072,8.40858575555845,13.374105079801199,0.0,0.0,6.4295124491906,9.02740217429867,6.10835449576248,0.0,0.0,0.0,6.80512153712988,6.3072582422617005,9.51256270846454,4.22325932223118,2.6869150086952205,6.618067950610301,0.0,7.673506346655638,0.0,6.81386671974954,7.063659618808991,11.124725654573698,10.3634972603404,6.7037493736960485,3.08391214260288,2.83172900383757,13.6742307796053,7.72225885918484,0.0,0.0,1.23868747803433,8.09574415294862,7.33504028917714,5.6812801654149006,6.50197543021267,0.0,5.07193846683851,4.13221679877777,9.25952307228017,1.23868747803433,0.0,2.34468998697078,0.0,7.304587887712599,1.72164619406079,10.8359827934821,9.614887193825881,0.0,8.22964095957968,0.0,6.5266556880023705,0.0,7.032004654987332,7.4297356912953605,0.748391430009896,8.22246654816875,7.1332278932500985,11.5278907506938,8.76640057143208,9.255468285424133,12.499086195759098,13.387442552773301,5.21084438922801,7.84840866641002,5.29145023407954,9.59884793919375,5.96261065849656,1.8951765231417799,6.08238792013373,0.0,0.0,0.0,5.857920949622871,10.090398530251699,8.16265447891192,1.6039555958103302,9.11734524566465,0.0,0.0,4.0564214325751005,9.79156563197077,6.78764809848414,2.83172900383757,6.67677358411715,1.8951765231417799,6.020421290847219,6.22414801008098,0.748391430009896,7.415499343088549,0.748391430009896,6.79632302038863,7.484933263152961,9.296167744952813,1.8951765231417799,0.0,9.20956678267353,5.33754289638925,8.843226424430561,6.7050662097478915,3.50354765684237,0.748391430009896,5.129115484084768,15.278579883858399,0.9292546350025078,6.985930327919428,4.405555803721612,9.90997032810126,0.0,5.21084438922801,0.0,4.591992692050691,0.0,7.992143468581929,8.11416395022425,8.95552428523276,8.741429753753131,8.79010473723289,2.96332377486753,0.748391430009896,9.58873049913084,8.998945082826289,0.0,9.575356423661187,2.6869150086952205,0.0,0.0,7.160910226763848,3.6506058302193396,0.0,0.0,0.0,7.490398628878231,1.6039555958103302,6.80520925187921,0.0,2.13737026055752,6.922978141030941,0.0,0.0,7.02441450234717,11.243812703348699,13.1820839051512,8.47815273449259,8.36369998779315,9.640873002656713,7.52302971418921,7.76793323878767,1.23868747803433,5.18330291989189,8.070861425211389,5.8116920603513496,10.525011340554801,0.0,7.77645874899179,8.14872362197281,1.23868747803433,8.003769945034549
H9_36h_073,9.28101193243378,12.6928622949404,0.0,0.0,8.01860304444104,9.99212054083463,8.45115948819789,0.0,5.79723470638657,2.7033732334589797,6.31902523128437,0.0,11.3555146897994,5.59734584495206,8.36640333604092,8.022493125985639,5.24559616522544,7.36889283484084,4.52687766442786,5.9945141088899305,8.328281795460951,13.281931613433098,11.9714104624612,10.279487211427599,1.17088857419524,6.3679966576160805,13.0969368908265,7.09594433151394,5.20304437695613,0.0,2.7033732334589797,4.89916149140487,8.07115658202364,8.42362690954147,2.3879582600652003,1.65794773356392,6.009036905137268,8.46814921087651,9.4852033236969,6.337142214897139,1.68045584047255,5.44134646414418,3.51557936029405,7.05244455911031,1.51776541178873,9.96543041057347,10.9954306069609,0.0,8.4733282117024,0.0,7.9070474709452485,0.0,9.766444670631419,9.56273357261436,4.83316869718554,7.41622744929546,6.59064518639829,10.6093972026907,0.0,9.68969904031791,11.9355549552621,12.778804108671599,6.97900013790576,7.00400264698748,8.34877434538691,10.400550521625698,7.02857922323446,7.2678487893242085,6.127424147584982,0.0,0.0,0.0,1.07220601679339,9.562964938264493,4.49195556013408,1.68045584047255,7.284678568922371,4.51440286707928,0.0,0.6334991256358361,9.42386569050465,6.678683751582251,7.430867930832652,8.13999397810281,0.0,7.18778720801813,6.28474905925288,5.22447714667832,7.31995234096231,3.88587455440041,8.92366305783779,6.92765641471941,1.40815156368273,9.56442589132837,0.0,0.0,7.851134999460172,6.75430853517737,8.292782468980791,6.99766804898422,8.07115658202364,6.71699160959671,15.1416461741348,6.90141574039319,8.57781415965631,6.2049452451018885,8.43516273910849,0.0,1.40815156368273,0.0,4.30341421519851,0.0,7.86221874942071,7.62403505994627,8.75329243854128,1.40815156368273,7.84235877876098,6.23703990978356,0.6334991256358361,9.07438574895919,0.6334991256358361,0.0,9.22456053966225,7.253741919755808,0.0,0.0,7.52066791015468,2.92901005115232,0.0,0.0,5.547027090138822,5.825140752642961,0.0,8.996467155180591,0.0,10.852694298622902,1.40815156368273,0.0,9.699996721823881,8.44888506929477,10.7832849736039,12.633813600021801,8.47211920018595,4.71730501396212,8.21763525719688,6.09299829551383,6.16126992127602,0.0,0.0,9.3235054246448,5.30736021918229,10.1283146645037,6.82616580534337,8.69133912813509,5.629835293863598,7.101515176157942,7.9059535125844205
H9_36h_074,9.972660704769721,12.6742919693857,2.00174830925353,0.0,7.18214901332855,10.3155462819557,5.8971092330151,0.0,4.685374943567809,0.0,6.5683600688751795,0.0,11.343553849606499,6.11603914633757,0.0,8.60777636766359,0.0,6.18722351846441,0.0,6.2794019643888985,5.5422147995701385,12.7166471612363,9.4130170245709,7.8017151149630495,5.89747290167441,1.32332691174218,13.117553264983899,8.22851824290617,1.70205361726055,2.24976778031107,7.12901841773358,3.8092615064993502,1.32332691174218,5.841493719576301,8.0967165246554,1.04209077136847,0.808354215329957,8.29889532311232,9.42564801083155,3.6168503399317204,0.0,7.25498077053566,2.8016015251063595,6.30608187882605,3.1962420184305094,9.83363133696581,10.422626027464801,0.0,9.31785016406066,0.0,7.61149741970108,5.96807763305592,9.70694910036759,9.719537283935528,0.808354215329957,7.56073896773362,5.47801170758028,10.5964227255575,0.0,9.43957475830233,11.946524123248999,12.5117402881351,5.1821754563465,6.829811599661139,8.70519896529933,9.86042568684082,1.32332691174218,4.41161195332865,0.808354215329957,0.808354215329957,0.0,0.0,7.337773541102541,9.18596198528539,9.67957611894977,7.144421179152711,4.41161195332865,4.84773965797699,4.55682036201458,0.0,8.900927116433131,10.7115509154844,5.78364798091936,7.17474197337432,4.51002288344708,8.95398946006507,6.94045035679358,4.88489471581032,6.76641776816792,0.808354215329957,6.99949186054686,6.79997120183153,7.1672213070289015,6.37298987332381,4.8096023593453205,4.42024291212291,7.4031962652739,8.826488680400079,4.06828076378675,4.58914853484303,7.32424414877741,6.95275103136263,14.9191803431382,3.0547266514535805,5.76383891446946,7.35117723455242,8.98010676194374,0.0,0.0,5.2406736583804605,5.26905666151804,0.0,6.91220432643414,7.2830864028237485,7.88343469119733,6.131580357539848,9.31037580376586,6.11666401980242,5.61699292679847,8.48311429110834,0.0,7.69754766364079,9.448025008274339,7.77093435144342,3.78352095012491,0.0,2.00174830925353,0.0,0.0,0.0,3.4283787211745698,10.007612527257098,2.9562264066918202,6.83836058069039,0.0,5.15201212857632,0.0,4.3059934416367796,6.60199632486368,8.356705125206469,10.9323441153758,12.721708387966098,6.94775555042464,7.65031698523752,8.27190562654139,5.54917525519228,9.02479798028708,0.0,0.0,7.5662390766267515,8.09207707114699,9.955353358809367,4.41313882056569,0.0,8.44630346415264,0.932792321986729,6.85708538954271
H9_36h_075,9.074693742550911,12.8493980736485,0.0,3.26481805492002,6.384230814459372,11.661921166837098,5.05721350575017,0.0,2.0755670016069,0.0,4.12978547354474,4.53899415733235,10.0313908130684,7.74243700064926,6.602378931853808,6.992173790526088,0.0,7.55166485928704,5.33882011702896,7.381666340215241,7.88617132480279,11.538310314490301,9.96066969594406,6.88237385125738,1.25403568744727,3.03149461351243,12.8922708526865,1.6567109993181799,4.66677452182367,5.4613773083458605,0.0,5.34239725409863,7.3828454770098615,7.91965311342264,8.27636418787664,1.58949398051948,0.0,7.203119484582831,9.12973711896102,3.26481805492002,2.75301628863206,2.59062463000362,1.29258494846489,6.984018038630179,7.05946415131222,9.952113888347279,9.66213531925892,0.0,8.72938824778148,2.40760783415382,6.7452067766476205,1.28410702188194,5.86926851720464,9.182953329491239,0.743813913629228,7.35041179322053,6.3078754988628605,10.4578067739863,6.0353835337518795,8.7914113739158,12.3214061745045,12.943915217663696,5.90322679562015,7.97839056179142,8.14291670591097,9.741021774738341,0.780441421065028,8.27091081301474,1.9525666801839399,0.0,3.4627929979891605,0.0,3.03149461351243,9.63981749190197,6.456747309437048,7.48941793314219,6.7635238027082085,0.0,0.0,2.59062463000362,8.1749748218061,4.96806543865786,9.454160654868339,7.84956166911095,0.780441421065028,8.05813068301392,4.77963615604796,0.0,8.69724746386428,6.1418550679005195,7.91502762392159,5.970817897781769,8.277565840151171,8.39654129386675,3.26481805492002,7.9274570525813095,5.0879800733366,8.80300171439125,5.7189439771678305,7.4394735204880496,7.5350697531862485,0.0,15.127336821822901,2.2511189397564597,6.9674014387099685,0.0,6.580908809017321,7.1462951887129496,3.26481805492002,7.26548191526637,6.3717822739394006,0.0,7.99869197556879,6.93409091966221,9.39084081271741,0.0,8.19164395109706,5.6171507908776395,5.63809212715624,8.64132662631589,5.59590099927924,6.241006117256,9.33747420980942,0.0,8.294152788253982,0.0,6.91671432430685,1.6567109993181799,0.0,0.0,3.64183517426122,7.07129158746045,7.5679075537609,7.6257196788281,0.0,2.40760783415382,3.4656073867247303,2.89896425640918,0.0,8.48250629068977,11.3521470102684,12.451947820271,7.45442672593978,3.3687030512222997,9.513529356056619,7.93665652758801,7.556952823399482,0.0,4.2434717162309985,7.42466504572438,4.18774813321325,10.5435132847376,6.32088533080495,6.81959652679001,6.8647144741094195,0.0,4.85777074211555
H9_36h_076,8.936626288390471,12.648547877845699,0.0,3.4043796832315696,4.3345908291035595,10.7897803829063,8.265948065852701,0.0,4.4403157736166285,0.0,7.6607183915952195,3.4043796832315696,10.478429043824901,6.279940385798299,5.6129654409943095,5.29838818161457,4.89551945123212,6.5981504445401,4.3345908291035595,7.6607183915952195,7.96746894752848,11.5881068621668,11.0034235674243,7.17814061140834,0.0,3.4043796832315696,12.668742985688901,7.27062726735912,0.0,0.0,3.4043796832315696,6.4775991251743195,6.9732215089145395,6.85870082562674,9.06871921422248,5.69802721997779,3.4043796832315696,9.685576079791339,9.04534651318766,0.0,3.4043796832315696,3.4043796832315696,0.0,7.07931632135747,8.095878668363639,9.93515338709103,10.753942416927801,3.4043796832315696,9.52812065544099,5.29838818161457,6.279940385798299,4.89551945123212,10.1080514995364,9.3719571205689,0.0,8.3531351867623,8.513135368712781,10.5841218417144,4.3345908291035595,8.47476794134834,12.033087383540597,13.289303752765601,3.4043796832315696,6.9732215089145395,7.03253659414828,9.472738901614287,5.871078399206638,7.35754040136639,7.07931632135747,0.0,0.0,3.4043796832315696,5.6129654409943095,8.75644656259598,6.4478009946702395,9.511159615090767,0.0,0.0,6.4478009946702395,0.0,9.802029460801199,4.89551945123212,9.738676712777,8.07397237515387,3.4043796832315696,7.85247198728394,0.0,0.0,7.791342821625791,3.4043796832315696,6.5981504445401,5.29838818161457,6.279940385798299,7.51707877712466,3.4043796832315696,7.2370943008491695,8.265948065852701,9.19445553119386,9.63810477938297,5.32278631024933,7.27062726735912,7.791342821625791,14.0443372401376,0.0,7.437121134158058,4.3345908291035595,9.547290047374739,0.0,4.3345908291035595,0.0,0.0,0.0,7.6607183915952195,7.27062726735912,8.55050881922678,0.0,4.3345908291035595,6.4478009946702395,0.0,9.602960055719713,0.0,0.0,9.620639432636539,7.27062726735912,3.4043796832315696,0.0,0.0,6.089945193688401,0.0,0.0,7.27062726735912,7.85247198728394,4.3345908291035595,8.62247089416641,0.0,4.89551945123212,3.4043796832315696,0.0,7.07931632135747,9.14644471349967,11.0884648209407,12.122415920507699,6.73429957593251,7.27062726735912,6.9732215089145395,8.87903096101371,7.91111596255845,7.35754040136639,6.4478009946702395,9.83269223435358,5.29838818161457,9.949214264917,3.4043796832315696,0.0,6.089945193688401,0.0,7.849476269303111
H9_36h_077,7.58114132024237,12.521756850785902,3.14552064041235,1.4584425817259299,6.46606861904307,10.919558265541001,5.02086116351672,0.0,0.0,3.14836785336954,5.786376204692769,0.0,11.1372067474981,6.98684420495371,7.055000065588031,7.966398412421559,0.9061653681770848,6.11221012027172,2.83155378600467,6.4226298949833085,9.91498346132028,13.7472051750426,11.1560844312144,8.6392094837383,0.0,7.92029284541413,12.3070365414269,9.219733118186161,0.0,0.0,2.64255051779758,6.83187108048215,6.88415502085508,4.85648012122307,4.407145678262519,3.32233116387357,6.25113132481738,7.43686168266424,9.12818849837555,6.604681580279349,0.0,3.90543977599818,2.82088566363586,5.66736105036672,7.92226960998288,8.70607580740139,9.50115763863668,7.91021093527351,9.05821534055114,5.642585234972088,8.46780679565232,3.9872281523892905,9.456644102904367,10.225238275115801,0.0,8.13736273054696,5.42474641958874,9.892141138452759,8.194179791226711,8.0353118635252,11.8133302571542,12.4100140324863,5.642585234972088,6.91583044135584,7.00266402884476,9.391052346355119,1.4584425817259299,6.437255276062782,3.90543977599818,5.66736105036672,4.399398554685719,2.83155378600467,1.4584425817259299,9.13041773265831,6.94334583977322,5.39508719737115,8.314324500484691,0.0,0.0,8.11933692456745,9.09843054893864,9.33113346589995,7.0360042874399005,7.3147367852969305,0.0,8.52259961060056,7.08595955145004,2.64255051779758,8.41421822061386,0.9061653681770848,5.66736105036672,6.01806019718812,8.971848202704,6.88415502085508,5.56453236282879,7.759845987966732,0.9061653681770848,8.62962647294758,6.3316201358278,6.18507634847461,0.9061653681770848,7.24162974429574,14.6962259279089,3.05738155468157,8.561102264203251,0.0,9.3880065591169,0.0,7.36914229918827,5.45380816385466,3.90543977599818,0.0,6.71442227992599,5.978609711096751,8.7160956270418,0.0,4.981488249236871,7.63960188328246,0.0,8.04011054882338,5.302265617985,0.0,9.43210098887182,6.4226298949833085,5.53763775352908,0.0,8.02081928967278,6.75000398832419,0.0,7.45069561630265,2.8421436007978,8.85012373627224,6.3625990307050095,6.95701071521637,0.0,11.250377466065302,0.0,0.0,6.76167217977542,8.1507801740618,9.61547866823895,12.1755215505425,5.23689143444919,7.99633670685596,8.80061795672378,6.522024356429981,8.37969026408597,6.5543165176420795,4.6709318291015185,8.275377480987201,4.8993643633067,9.682523146253779,6.97074845435915,9.068186800819367,2.1687160864417603,0.0,8.14201278052626
